symbol	sgKDM5B_v_sgctrl.l2fc	sgKDM5B_v_sgctrl.padj
STRG.371	-0.99983388292065	0.0381903760038495
STRG.372	-0.916932041303131	0.00862171517243251
STRG.373	-0.934932861661322	0.0077544354227994
STRG.374	-1.09204804093123	0.00535820253008918
STRG.375	-0.826472707205132	0.0253589439471294
STRG.376	-1.04218333739889	0.000602399226075207
STRG.377	-0.796390860247303	0.0119847887189643
STRG.378	-1.08360527717781	0.000814697676625751
STRG.379	-0.768648424803593	0.0318934399266954
STRG.380	-1.04947015328722	0.00335552948350572
STRG.381	-1.60623274628812	3.35803351031696e-30
STRG.382	-2.67275011918386	0.310463084294515
STRG.383	1.14160795882298	1.5215439392309e-05
STRG.384	1.38019079804673	1.05163647816409e-06
STRG.385	0.0781372523592228	0.931288195507045
STRG.386	0.762329913833302	4.39891563504299e-08
STRG.387	0.632905891262566	0.601528788168884
STRG.388	-0.861902978736907	0.114203573620131
STRG.389	1.63294821278251	0.0101881334549852
STRG.390	0.955329135033987	1.33785675992502e-06
STRG.391	3.09547064032735	0.464359411063952
STRG.392	0.965649600805897	0.00010452793202045
STRG.393	0.600491097524641	3.40701308090235e-05
STRG.394	-1.89609374159208	0.00770408623137904
STRG.395	-1.32252180918619	0.0115270808144511
STRG.396	-1.40572807400157	1.1102265706595e-10
STRG.397	-0.957281370613448	1.55576392486611e-14
STRG.398	-0.597316932369941	0.00589033028666889
STRG.399	-0.519467702806119	0.0322155464357731
STRG.400	-0.552019936436355	0.0299271943880452
STRG.401	-0.727584899673921	0.00564920619542644
STRG.402	-0.421636449559802	0.114030829133494
STRG.403	-0.215645002595241	0.455354552753272
STRG.404	-0.418356427778503	0.774834337088175
STRG.405	-0.266736193331473	0.308606125817184
STRG.406	-0.154301941944482	0.594222770511619
STRG.407	-0.0293616376705899	0.93281966190904
STRG.408	-0.0494018057367948	0.890879226597351
STRG.409	0.143392786959042	0.706127132603354
STRG.410	0.418892964090957	0.250253612267244
STRG.411	0.365432739981535	0.212953673995092
STRG.412	0.344702175477961	0.207727041031979
STRG.413	0.0820874735070132	0.813683474899638
STRG.414	-0.0031641967503576	0.992414748830885
STRG.415	0.246312646400989	0.798449651851467
STRG.416	4.02550256579604	9.72703167430768e-30
STRG.417	-0.516183222939007	0.0198674092074759
STRG.418	0.0621247472716008	0.842814274034081
STRG.419	0.4436377483377	0.140233676524033
STRG.420	0.359187243358039	0.144153687047327
STRG.421	0.71312546419871	0.000528095758175702
STRG.422	0.764786355953918	0.00432741724213895
STRG.423	0.865507327087844	0.103279536998882
STRG.424	0.837101081357201	0.00668684982611825
STRG.425	0.278364255429682	0.375139324532626
STRG.426	-0.441851387616349	0.0161655849410869
STRG.427	-0.160179269244004	0.711832498865177
STRG.428	0.192790526969609	0.35039792987045
STRG.429	-0.593369289942053	0.0120984580591711
STRG.430	-0.378983099737324	0.404956411031749
STRG.431	-0.609119721437467	0.130469618057583
STRG.432	-1.07758531458189	8.11680882012559e-08
STRG.433	0.211576727697351	0.900991869640639
STRG.434	-1.68097701905991	8.89373453501986e-05
STRG.435	-1.65946445935066	1.87167418600521e-11
STRG.436	-2.32298752289202	1.50792150558548e-09
STRG.437	-2.15802738579583	4.07756209826178e-38
STRG.438	-1.65761921172565	0.0034951747491064
STRG.439	-0.6057044909291	0.0952149564715202
STRG.440	0.51180387971508	0.70909816435997
STRG.441	0.198057591493262	0.906775127247352
STRG.442	-1.51385494133633	5.23058231732638e-24
STRG.443	-0.797308964573327	0.00341039138282928
STRG.444	-0.0902231338099258	0.656150938570174
STRG.445	0.342587092529219	0.34592580091197
STRG.446	0.168574962036284	0.321766025676591
STRG.447	0.349633777862427	0.456133289886218
STRG.448	0.753533145896989	0.00100196219751482
STRG.449	0.523302121942729	0.00435579161728301
STRG.450	0.654630435409952	0.000163284374483087
STRG.451	0.536350458104613	0.0909472368434125
STRG.452	-1.38855005005969	0.388598354065249
STRG.453	0.655041795589214	0.00840707330349956
STRG.454	0.78389689025527	0.000429124823730502
STRG.455	0.802039278232278	0.000572934039811661
STRG.456	0.782898793403423	0.000153878669797479
STRG.457	1.11291003284925	2.46632746011931e-05
STRG.458	1.17826646233391	0.0036463757622453
STRG.459	-0.00657332239423959	0.996998402481588
STRG.460	0.189564411117595	0.815207968895415
STRG.461	-0.506171275554425	0.375336564592168
STRG.462	-0.562047385505681	0.327705534430599
STRG.463	-1.27413656711011	0.255641921101752
STRG.464	-1.81237630378508	0.20972610993517
STRG.465	-1.75033924491619	5.20341497799725e-15
STRG.466	1.32083776267586	1.14066976069125e-14
STRG.467	-0.558864246274476	0.0109354627486479
STRG.468	-2.19383420203712	1.74749904080425e-09
STRG.469	-1.88682928403899	0.000642667366419551
STRG.470	-1.37871518823417	0.000219041364690134
STRG.471	-1.71752992357125	0.00331176037947007
STRG.472	0.165881569287978	0.913595376185354
STRG.473	0.571887986006795	0.623071661138503
STRG.474	-1.19980037738471	0.017711049621886
STRG.475	-1.11473679779243	0.0327100956120741
STRG.476	0.490239008619096	0.30629300717384
STRG.477	0.973466961295255	0.18873474193111
STRG.478	0.978808094177311	2.15471082925674e-05
STRG.479	0.770547899259261	0.200355411338886
STRG.480	2.600986988694	0.0104451484969503
STRG.481	-2.64546795179554	0.00117000014992025
STRG.482	-0.730273551247728	0.056203438361366
STRG.483	-0.737559674963942	0.439864159247407
STRG.484	0.139222582734585	0.873234879849655
STRG.485	1.0325159897225	7.72816440995268e-13
STRG.486	0.836830553711808	0.00145648047139313
STRG.487	0.984027884221359	0.145428467728672
STRG.488	0.528814311431456	0.0402693360095108
STRG.489	0.755565913000059	2.40519168560242e-05
STRG.490	1.21272612188842	7.83497185012378e-05
STRG.491	0.361272792671752	0.0755630434530546
STRG.492	-0.0421230923091194	0.858823184716368
STRG.493	-0.487696542344864	0.0591829623402929
STRG.494	-0.0382301383689351	0.879941560451785
STRG.495	0.0882796448878997	0.764616693862191
STRG.496	0.163142247411087	0.330969783396523
STRG.497	-0.0230413158677508	0.936999361610164
STRG.498	-1.82974487542887	0.19969893448333
STRG.499	0.471346196459656	0.170040110106898
STRG.500	0.292449803978984	0.462440440617982
STRG.501	0.181831175575929	0.504355361406149
STRG.502	0.0173444325244099	0.934914173371251
STRG.503	0.0490785648429872	0.938671876916358
STRG.504	0.37990538120897	0.380301872636393
STRG.505	0.0654306582016823	0.833347158534001
STRG.506	-0.22441387303131	0.45326565876557
STRG.507	-0.0378088462383581	0.972136181571527
STRG.508	0.616300311319094	0.206219577240796
STRG.509	0.598458978146094	0.000370528891760212
STRG.510	0.661444611741112	0.01457912097841
STRG.511	0.43249596344192	0.0017636804827893
STRG.512	0.186741407992412	0.584476175400991
STRG.513	0.715500994932608	0.597359073904738
STRG.514	0.223513977125555	0.252141535242631
STRG.515	-0.17383681967822	0.388397548432103
STRG.516	0.165717601189377	0.43480781621224
STRG.517	0.202391567188753	0.773029597017624
STRG.518	0.611778087839125	0.300086969482619
STRG.519	0.568516765167476	0.005115691129638
STRG.520	0.420297588131087	0.0136949739604739
STRG.521	1.27382498477393	0.0413022140375157
STRG.522	0.623097622463975	0.00072321981679689
STRG.523	0.764263929705493	4.75679506048142e-05
STRG.524	-0.456122370963368	0.546721714976024
STRG.525	0.846143900472913	4.28943744545746e-07
STRG.526	0.304557944259963	0.0302437044672883
STRG.527	0.0120034943526184	0.967110916409634
STRG.528	-0.0627068745873887	0.708201049880559
STRG.529	0.30627931327585	0.863831444922457
STRG.530	-1.19815078941822	0.115412910627535
STRG.531	-1.9826488126885	0.173643479379234
STRG.532	-0.0242685587090891	0.989983551960491
STRG.533	-0.723791077953704	0.292547853188165
STRG.534	-0.682077100972775	0.0722448388052312
STRG.535	-0.81880302863925	0.0086900274503942
STRG.536	-1.36198894154097	6.01699793815989e-07
STRG.537	-1.39799972886734	4.98695587217298e-26
STRG.538	0.140103515104222	0.670411507377126
STRG.539	0.201300197049975	0.605516350197932
STRG.540	0.253867891554524	0.495786351077224
STRG.541	0.14419297457819	0.825785894280563
STRG.542	-0.14879976156205	0.688175863145496
STRG.543	0.320111782828419	0.669601513334018
STRG.544	-0.134214176744728	0.48537546322877
STRG.545	2.52516187908673	0.0227404934472392
STRG.546	3.8579319476129	9.82940170427861e-07
STRG.547	3.80479263828582	1.56886891712801e-17
STRG.548	3.67024594659262	0.00891170746994374
STRG.549	3.15122960639021	1.55963232879784e-13
STRG.550	1.02535564501889	0.000115850969492268
STRG.551	0.422213706562771	0.08944935821066
STRG.552	0.967304522055179	0.00255476069836914
STRG.553	0.213300812446914	0.418400525152041
STRG.554	-0.628033425465524	0.121232089709904
STRG.555	-0.546012058987881	0.00324630248834758
STRG.556	-0.322448657377991	0.127245998812717
STRG.557	-0.667873683829162	0.0014220077995902
STRG.558	-0.736056712712103	0.000698099468498066
STRG.559	-0.654906962071588	0.00787162068177836
STRG.560	-1.11346937759566	1.16727590318295e-13
STRG.561	-1.20023860547125	0.000558542628832892
STRG.562	-0.218884834102462	0.909511270243732
STRG.563	-0.631072043312373	0.619899370310439
STRG.564	-0.361728149173532	0.743739097341358
STRG.565	0.847239635018392	8.94534875085487e-05
STRG.566	-2.01191952273103	0.143885737629904
STRG.567	0.0248206575411984	0.909611497975042
STRG.568	0.485543713008842	0.00498168501998381
STRG.569	0.721260904222868	0.205234215308985
STRG.570	0.596885132415637	0.190667599961712
STRG.571	0.51631191377031	0.0367757245231288
STRG.572	0.72456626524005	0.210814612049418
STRG.573	1.15173793521245	0.0229352533199729
STRG.574	0.777387179857683	0.000751188771574214
STRG.575	1.05118696122711	0.000382133071644369
STRG.576	0.714400194101753	0.0056119301057249
STRG.577	0.437219566151788	0.0272650592381519
STRG.578	1.12200908941368	0.000130413771046701
STRG.579	1.5555624788695	1.62403518517108e-11
STRG.580	1.24334399450734	0.000418338320445631
STRG.581	-0.747786237685017	0.828608172198685
STRG.582	-1.12492785032146	0.092945517250551
STRG.583	-0.906132063742641	0.215483905362965
STRG.584	-0.883823380422709	9.01616028560482e-05
STRG.585	-1.50641507282581	1.90070873402955e-12
STRG.586	-1.63582131640523	4.66912326056611e-11
STRG.587	-1.19330587633223	0.000991285475535368
STRG.588	-1.47211293549911	5.67649303578755e-10
STRG.589	-0.990880995752634	0.0061490120197377
STRG.590	-1.18586551880574	0.00249452869871491
STRG.591	-1.08437865410697	0.00409957915703092
STRG.592	2.12558513298798	0.196896171325637
